frame_index,hand_index,fingertip_id,x,y
308,0,16,639.0178897976875,47.72622883319855
308,0,20,606.6080936789513,68.74129921197891
308,1,4,846.1464107036591,153.74833345413208
308,1,8,896.0528993606567,109.96643453836441
308,1,12,904.7170966863632,120.5901950597763
308,1,16,925.4393762350082,127.98987329006195
308,1,20,962.636638879776,146.5468406677246
309,0,4,716.9178861379623,131.17265701293945
309,0,8,683.7313148379326,61.99416518211365
309,0,12,675.372928082943,46.24558240175247
309,0,16,637.9215854406357,48.99108409881592
309,0,20,606.9721266627312,68.81964206695557
309,1,4,848.4146350622177,152.9320776462555
309,1,8,897.8832715749741,108.66739600896835
309,1,12,906.8825131654739,123.72593581676483
309,1,16,927.2234481573105,130.83897531032562
309,1,20,958.5683375597,146.11642062664032
310,0,4,718.3427429199219,133.16133618354797
310,0,8,683.5181865096092,60.58517098426819
310,0,12,674.8194068670273,47.70804941654205
310,0,16,635.896825492382,50.296518951654434
310,0,20,607.122745513916,69.72905248403549
310,1,4,848.794509768486,152.1904617547989
310,1,8,898.6150121688843,110.11290550231934
310,1,12,911.0728937387466,124.01703745126724
310,1,16,931.4255875349045,132.8551173210144
310,1,20,960.0642371177673,150.4674106836319
311,0,4,718.4690684080124,135.2648138999939
311,0,8,685.0268656015396,61.539288610219955
311,0,12,673.5580709576607,48.171769827604294
311,0,16,635.5509614944458,50.19223690032959
311,0,20,606.8167716264725,69.27948445081711
311,1,4,856.0494470596313,152.07698941230774
311,1,8,896.1472964286804,111.39412969350815
311,1,12,910.5085527896881,120.85747718811035
311,1,16,929.7452217340469,132.54258036613464
311,1,20,960.3782135248184,147.78858423233032
312,0,4,718.3313924074173,136.47785782814026
312,0,8,685.5965960025787,62.1282197535038
312,0,12,673.6660233139992,48.47212880849838
312,0,16,636.0530787706375,51.010653376579285
312,0,20,605.9551125764847,69.84099000692368
312,1,4,856.9872117042542,150.8665680885315
312,1,8,893.8580858707428,112.06481605768204
312,1,12,909.3593746423721,120.00255286693573
312,1,16,930.2782875299454,129.73496317863464
312,1,20,959.4647014141083,144.20977234840393
313,0,4,718.988333940506,137.30110228061676
313,0,8,685.563034415245,62.0310939848423
313,0,12,673.2988464832306,48.335570842027664
313,0,16,636.249058842659,50.740137696266174
313,0,20,604.4541093707085,69.99088823795319
313,1,4,858.7860637903214,150.30866861343384
313,1,8,893.2017976045609,110.47041416168213
313,1,12,907.1087884902954,116.85314774513245
313,1,16,931.1709767580032,127.4522989988327
313,1,20,960.7303243875504,142.27798581123352
314,0,4,719.0730136632919,137.6887857913971
314,0,8,685.9597307443619,62.3212605714798
314,0,12,672.5953596830368,48.483751714229584
314,0,16,636.3071995973587,51.089853048324585
314,0,20,605.2067545056343,70.67981362342834
314,1,4,858.4345245361328,149.989053606987
314,1,8,892.3927265405655,110.54876446723938
314,1,12,905.6016200780869,114.82100933790207
314,1,16,930.180869102478,126.04138255119324
314,1,20,961.3262671232224,141.8384313583374
315,0,4,720.0061237812042,137.45564222335815
315,0,8,686.4450263977051,62.746740877628326
315,0,12,672.6778754591942,48.27825725078583
315,0,16,636.841653585434,50.53114518523216
315,0,20,604.7137421369553,70.17800956964493
315,1,4,857.4532359838486,148.15373718738556
315,1,8,892.4715268611908,110.4038953781128
315,1,12,904.3377935886383,114.95628207921982
315,1,16,929.5838648080826,125.39976835250854
315,1,20,961.9502186775208,144.25331354141235
316,0,4,720.8970165252686,138.2724493741989
316,0,8,686.8319237232208,64.06993418931961
316,0,12,672.6826524734497,48.58306422829628
316,0,16,637.3642671108246,50.43294280767441
316,0,20,604.7045964002609,70.04587352275848
316,1,4,857.658280134201,146.87196910381317
316,1,8,892.2810178995132,110.16608029603958
316,1,12,904.517850279808,114.95805531740189
316,1,16,929.3324387073517,124.96016174554825
316,1,20,961.137962937355,143.699049949646
317,0,4,722.0782047510147,137.5914216041565
317,0,8,685.6838071346283,63.40622156858444
317,0,12,672.1925389766693,47.66707867383957
317,0,16,638.1646007299423,50.517793744802475
317,0,20,604.6342477202415,70.97350060939789
317,1,4,859.4185078144073,144.02815699577332
317,1,8,892.2953081130981,109.9858358502388
317,1,12,904.4892698526382,115.63853174448013
317,1,16,928.8046807050705,124.87618625164032
317,1,20,959.6181374788284,142.54529774188995
318,0,4,721.633819937706,138.12556862831116
318,0,8,685.42609333992,63.739486038684845
318,0,12,672.2857928276062,48.050783574581146
318,0,16,638.6355245113373,50.303395837545395
318,0,20,603.032968044281,71.61230593919754
318,1,4,859.327050447464,143.06201040744781
318,1,8,891.7188000679016,110.15913635492325
318,1,12,904.6577310562134,114.89713937044144
318,1,16,928.7798565626144,125.97383558750153
318,1,20,958.1159502267838,144.2388892173767
319,0,4,721.7398941516876,137.2407078742981
319,0,8,685.7550132274628,63.576191663742065
319,0,12,672.1157801151276,47.98377305269241
319,0,16,638.6323398351669,50.04802718758583
319,0,20,599.6221798658371,70.87685912847519
319,1,4,859.53364610672,140.81484079360962
319,1,8,891.4569216966629,112.14561015367508
319,1,12,905.8988565206528,114.83518034219742
319,1,16,928.903324007988,125.20526349544525
319,1,20,958.7465977668762,143.83640885353088
320,0,4,722.2117161750793,137.69172132015228
320,0,8,684.9117681384087,65.02579152584076
320,0,12,672.2430855035782,47.79922962188721
320,0,16,638.7330654263496,49.51987788081169
320,0,20,597.796870470047,70.15594094991684
320,1,4,861.3146966695786,142.55042374134064
320,1,8,891.9218844175339,111.32881790399551
320,1,12,907.1708488464355,116.08829349279404
320,1,16,929.7074955701828,124.90800768136978
320,1,20,958.3352029323578,143.0797576904297
321,0,4,720.9871673583984,138.08342814445496
321,0,8,684.4714662432671,63.19102644920349
321,0,12,671.8800732493401,47.61645197868347
321,0,16,638.1652539968491,48.247575759887695
321,0,20,596.7432326078415,69.90113109350204
321,1,4,863.3170413970947,141.53073728084564
321,1,8,893.7230229377747,108.78006368875504
321,1,12,908.8797134160995,116.55243486166
321,1,16,929.8094868659973,124.92398917675018
321,1,20,958.3890157938004,143.49526166915894
322,0,4,720.8592903614044,139.07159864902496
322,0,8,684.9719095230103,63.954077661037445
322,0,12,671.5535622835159,47.9307547211647
322,0,16,638.2917836308479,48.72825741767883
322,0,20,599.4435930252075,68.7556341290474
322,1,4,863.7548935413361,141.14709198474884
322,1,8,895.1902604103088,108.08034241199493
322,1,12,910.6362664699554,116.4197027683258
322,1,16,932.0998406410217,125.40276348590851
322,1,20,959.3447452783585,144.37957108020782
323,0,4,721.7434871196747,143.20336282253265
323,0,8,686.0332232713699,64.58181142807007
323,0,12,671.3373309373856,48.247795552015305
323,0,16,636.6254222393036,48.752423375844955
323,0,20,606.8235492706299,67.2803744673729
323,1,4,865.800353884697,140.7109946012497
323,1,8,895.9867560863495,108.63545536994934
323,1,12,911.1106199026108,116.50250107049942
323,1,16,932.1500605344772,124.98325854539871
323,1,20,960.1324218511581,143.34870874881744
324,0,4,721.6742408275604,147.8906273841858
324,0,8,688.0205428600311,66.90587103366852
324,0,12,673.4611424803734,51.40244588255882
324,0,16,636.4265432953835,50.88700354099274
324,0,20,608.7148386240005,70.09638100862503
324,1,4,866.8337404727936,141.86334609985352
324,1,8,896.4171773195267,108.67393761873245
324,1,12,911.5519833564758,115.74146151542664
324,1,16,932.1469575166702,124.05797094106674
324,1,20,959.2971384525299,140.92154800891876
325,0,4,720.502524971962,148.7962007522583
325,0,8,691.850728392601,66.31318479776382
325,0,12,675.303028523922,51.09152942895889
325,0,16,634.8696857690811,49.61520805954933
325,0,20,608.6645779013634,71.53453677892685
325,1,4,865.998130440712,141.81450009346008
325,1,8,896.0717624425888,108.24359208345413
325,1,12,910.9620833396912,116.00349098443985
325,1,16,932.4477869272232,124.65295195579529
325,1,20,958.0476838350296,144.10550892353058
326,0,4,718.7767571210861,148.32717180252075
326,0,8,693.9473068714142,65.96201658248901
326,0,12,675.9943482279778,51.703598350286484
326,0,16,635.887026488781,51.834460347890854
326,0,20,610.029946565628,72.4911093711853
326,1,4,865.5580735206604,142.65432953834534
326,1,8,895.4178422689438,107.58605599403381
326,1,12,909.9925535917282,114.47524279356003
326,1,16,930.9133446216583,123.95459413528442
326,1,20,957.4876707792282,145.77613770961761
327,0,4,716.5699398517609,147.89587259292603
327,0,8,692.1347361803055,66.14433974027634
327,0,12,674.8210808634758,51.741741597652435
327,0,16,636.0533237457275,51.22420936822891
327,0,20,609.9532693624496,72.64679670333862
327,1,4,865.2529978752136,142.49271154403687
327,1,8,895.7221013307571,106.72841221094131
327,1,12,910.3013855218887,115.59881269931793
327,1,16,930.8137214183807,124.34961646795273
327,1,20,956.4145982265472,146.40110731124878
328,0,4,715.2513206005096,147.95659482479095
328,0,8,689.9415558576584,66.90864264965057
328,0,12,673.5953888297081,52.221525460481644
328,0,16,635.9694197773933,51.20394006371498
328,0,20,610.3460052609444,72.93073832988739
328,1,4,866.0036832094193,142.68234372138977
328,1,8,895.6768625974655,107.25200921297073
328,1,12,909.8471200466156,116.80800467729568
328,1,16,930.0930863618851,124.94005262851715
328,1,20,955.7399368286133,145.98312973976135
329,0,4,713.7715893983841,147.48874306678772
329,0,8,687.9843682050705,66.53396040201187
329,0,12,673.3194243907928,53.269241005182266
329,0,16,636.2197843194008,51.23765394091606
329,0,20,610.5667686462402,72.85460084676743
329,1,4,866.603872179985,142.03375577926636
329,1,8,896.3093066215515,107.59838670492172
329,1,12,910.1972711086273,116.60288274288177
329,1,16,931.5654683113098,124.78571385145187
329,1,20,955.8957409858704,145.3554779291153
330,0,4,711.469150185585,148.18672835826874
330,0,8,686.9985884428024,67.19166040420532
330,0,12,673.8224399089813,53.537335246801376
330,0,16,635.8648970723152,51.42223834991455
330,0,20,609.8433572053909,72.75772839784622
330,1,4,867.8380566835403,143.9131200313568
330,1,8,895.5633574724197,107.9038605093956
330,1,12,910.8613985776901,115.92819541692734
330,1,16,931.6955500841141,125.04929304122925
330,1,20,955.290162563324,148.538276553154
331,0,4,711.7164117097855,146.45040035247803
331,0,8,686.9132554531097,67.1912431716919
331,0,12,673.8854801654816,53.269386291503906
331,0,16,635.5203804373741,51.03427171707153
331,0,20,609.877122938633,72.383351624012
331,1,4,866.8869817256927,145.69805562496185
331,1,8,896.0178679227829,107.13382810354233
331,1,12,910.5503618717194,114.40753191709518
331,1,16,932.6343762874603,124.63889271020889
331,1,20,956.4647364616394,150.60077607631683
332,0,4,711.4036601781845,147.74705469608307
332,0,8,687.1602720022202,68.391814827919
332,0,12,674.3557915091515,53.71522903442383
332,0,16,634.7483006119728,52.35755443572998
332,0,20,608.8737457990646,72.15031236410141
332,1,4,866.9159704446793,146.61790430545807
332,1,8,896.1270451545715,106.82821273803711
332,1,12,910.2213603258133,115.23211002349854
332,1,16,932.2550731897354,124.59486722946167
332,1,20,955.1252126693726,149.5276242494583
333,0,4,712.8496664762497,146.0098922252655
333,0,8,687.3479229211807,68.75523179769516
333,0,12,674.0111523866653,53.589507937431335
333,0,16,635.1294818520546,52.70902439951897
333,0,20,609.9794000387192,72.71141558885574
333,1,4,867.1137470006943,146.9850093126297
333,1,8,896.4268130064011,107.63349384069443
333,1,12,910.254921913147,114.85069245100021
333,1,16,932.8261917829514,124.422587454319
333,1,20,954.4729256629944,150.73373913764954
334,0,4,712.8183096647263,146.01048827171326
334,0,8,684.3457123637199,72.37456738948822
334,0,12,673.7148958444595,53.98518592119217
334,0,16,635.4399877786636,52.05508694052696
334,0,20,610.3990831971169,72.95285910367966
334,1,4,866.5406686067581,148.36083352565765
334,1,8,896.1695891618729,107.43792355060577
334,1,12,909.0062838792801,115.80661684274673
334,1,16,932.5904440879822,124.66100603342056
334,1,20,954.3911856412888,150.12787282466888
335,0,4,714.3004089593887,147.39426970481873
335,0,8,684.0992674231529,73.64129275083542
335,0,12,674.2340797185898,55.30215427279472
335,0,16,635.647522509098,52.81089246273041
335,0,20,610.1813820004463,73.31526279449463
335,1,4,867.0321702957153,148.3152061700821
335,1,8,896.6051548719406,107.48384892940521
335,1,12,909.7889792919159,114.8567721247673
335,1,16,933.5078758001328,123.86271357536316
335,1,20,954.5293515920639,150.11148154735565
336,0,4,714.4138324260712,143.31018924713135
336,0,8,683.6902406811714,73.03299009799957
336,0,12,674.5678174495697,55.379509925842285
336,0,16,635.1122519373894,54.63157594203949
336,0,20,609.5222765207291,74.82575625181198
336,1,4,867.1256691217422,149.7977077960968
336,1,8,896.6530066728592,107.24321752786636
336,1,12,910.2479809522629,115.0597408413887
336,1,16,933.9668774604797,123.78532439470291
336,1,20,954.4859910011292,149.63196218013763
337,0,4,713.4581845998764,139.61666822433472
337,0,8,683.458616733551,72.12487608194351
337,0,12,674.3978047370911,54.07444387674332
337,0,16,634.9217838048935,57.62980133295059
337,0,20,606.8901008367538,82.58608728647232
337,1,4,867.0062845945358,149.5346575975418
337,1,8,896.7441374063492,108.62555354833603
337,1,12,910.6178116798401,114.51280862092972
337,1,16,934.2472922801971,122.98020720481873
337,1,20,955.493900179863,149.94679391384125
338,0,4,710.778483748436,136.25693321228027
338,0,8,685.2764135599136,71.99757546186447
338,0,12,673.7985548377037,55.18398433923721
338,0,16,635.1179271936417,60.19861251115799
338,0,20,607.0593377947807,89.50086683034897
338,1,4,867.354149222374,149.73004162311554
338,1,8,896.5955191850662,107.81092941761017
338,1,12,909.8793751001358,115.03328382968903
338,1,16,934.4139569997787,122.95062839984894
338,1,20,955.147260427475,147.78631925582886
339,0,4,709.11281645298,134.46128368377686
339,0,8,683.582778275013,72.3249688744545
339,0,12,673.0437049269676,56.15755543112755
339,0,16,634.8600909113884,63.09202313423157
339,0,20,608.4413239359856,93.81290525197983
339,1,4,867.5411468744278,150.28199553489685
339,1,8,896.6828936338425,108.17264765501022
339,1,12,910.4487788677216,114.96524512767792
339,1,16,934.3448740243912,123.49028885364532
339,1,20,955.0372666120529,149.16667342185974
340,0,4,708.1592100858688,133.69081914424896
340,0,8,683.1440278887749,73.09786230325699
340,0,12,672.7801525592804,57.171255350112915
340,0,16,635.7229340076447,66.2626400589943
340,0,20,608.9149832725525,96.38869762420654
340,1,4,867.6758831739426,150.32383799552917
340,1,8,896.8222028017044,108.12628269195557
340,1,12,911.4637106657028,114.51032757759094
340,1,16,935.5773437023163,122.85124510526657
340,1,20,955.4538059234619,147.41508662700653
341,0,4,703.1683325767517,135.41920483112335
341,0,8,682.0699754357338,73.58426600694656
341,0,12,673.4019401669502,56.73450976610184
341,0,16,636.0830473899841,67.47245043516159
341,0,20,609.3756997585297,98.54807704687119
341,1,4,867.6307260990143,151.48431062698364
341,1,8,896.9017380475998,108.29117149114609
341,1,12,910.5065113306046,115.31202495098114
341,1,16,934.5612686872482,123.41924756765366
341,1,20,955.4424554109573,148.257777094841
342,0,4,699.6866649389267,134.3335658311844
342,0,8,684.7199526429176,74.75912570953369
342,0,12,673.3477598428726,56.783195585012436
342,0,16,636.270167529583,68.46428662538528
342,0,20,610.7503366470337,99.85340386629105
342,1,4,868.0399161577225,153.35099399089813
342,1,8,896.8403309583664,109.30046439170837
342,1,12,911.2545835971832,115.48792570829391
342,1,16,935.3736877441406,125.07867813110352
342,1,20,956.1246293783188,148.90576899051666
343,0,4,691.2331461906433,135.39038598537445
343,0,8,685.0614070892334,75.1645490527153
343,0,12,673.7517645955086,56.76095187664032
343,0,16,636.4988109469414,70.22897899150848
343,0,20,611.4210784435272,101.86713188886642
343,1,4,868.9246028661728,153.68251502513885
343,1,8,897.6176369190216,108.79383236169815
343,1,12,910.7127803564072,114.75233733654022
343,1,16,935.8748251199722,123.1548860669136
343,1,20,956.3242840766907,147.9133814573288
344,0,4,670.5601066350937,127.50831246376038
344,0,8,681.7594286799431,73.0266198515892
344,0,12,673.9573803544044,56.49030581116676
344,0,16,635.5649250745773,70.42825222015381
344,0,20,611.3196995854378,101.31610184907913
344,1,4,868.5633462667465,156.45179152488708
344,1,8,897.3209720849991,110.29760539531708
344,1,12,911.0000544786453,113.99540305137634
344,1,16,935.4026764631271,122.8812038898468
344,1,20,955.6995975971222,146.89087867736816
345,0,4,670.6249842047691,133.259579539299
345,0,8,683.0144768953323,75.14616847038269
345,0,12,674.1073867678642,56.95508047938347
345,0,16,634.6852603554726,70.1034888625145
345,0,20,610.9098562598228,99.91622716188431
345,1,4,864.4930851459503,152.11330354213715
345,1,8,898.6577194929123,110.40899157524109
345,1,12,911.127849817276,115.17605185508728
345,1,16,936.8828976154327,124.46647137403488
345,1,20,956.7872053384781,150.55660903453827
346,0,4,671.3120168447495,139.87001776695251
346,0,8,685.1750755310059,77.64827460050583
346,0,12,677.158265709877,58.02377685904503
346,0,16,632.8314930200577,71.10931724309921
346,0,20,608.8078474998474,103.30482572317123
346,1,4,861.4731138944626,153.15760672092438
346,1,8,898.3637493848801,109.41822826862335
346,1,12,913.6316585540771,115.53245782852173
346,1,16,937.5506180524826,126.04685127735138
346,1,20,957.5852525234222,151.5485793352127
347,0,4,673.2131052017212,142.9368555545807
347,0,8,692.2614699602127,76.62075012922287
347,0,12,677.3765793442726,58.39046090841293
347,0,16,633.1503689289093,71.26619666814804
347,0,20,609.1963371634483,104.08659279346466
347,1,4,860.8811724185944,153.01650762557983
347,1,8,901.5766793489456,111.7677316069603
347,1,12,914.4780474901199,117.86118149757385
347,1,16,938.4105622768402,126.48728489875793
347,1,20,957.9705983400345,152.18761563301086
348,0,4,675.6646525859833,145.00945806503296
348,0,8,692.3755466938019,78.43789458274841
348,0,12,676.9747385382652,59.766676276922226
348,0,16,633.4173917770386,72.68121093511581
348,0,20,610.4215800762177,103.9595976471901
348,1,4,860.245788693428,153.15906703472137
348,1,8,904.4878816604614,111.4538237452507
348,1,12,916.0686707496643,118.59230697154999
348,1,16,938.5195761919022,128.71523201465607
348,1,20,958.4344178438187,154.84119951725006
349,0,4,672.4727088212967,143.91088485717773
349,0,8,691.2287366390228,79.3091133236885
349,0,12,671.0656535625458,60.68369373679161
349,0,16,633.001424074173,73.45639169216156
349,0,20,609.9520853161812,103.82558405399323
349,1,4,860.8690053224564,154.06091511249542
349,1,8,901.9216042757034,112.84048110246658
349,1,12,914.7170615196228,117.03408509492874
349,1,16,936.054881811142,128.15476953983307
349,1,20,956.4902955293655,153.08877825737
350,0,4,671.7229217290878,143.47724616527557
350,0,8,691.1197227239609,78.81038635969162
350,0,12,668.160412311554,61.28173694014549
350,0,16,633.7182620167732,74.09776747226715
350,0,20,611.0345485806465,104.83460128307343
350,1,4,859.378821849823,155.87006509304047
350,1,8,899.8888826370239,113.58924955129623
350,1,12,912.5591576099396,117.39054322242737
350,1,16,935.4052078723907,129.83393669128418
350,1,20,956.7626261711121,153.28124165534973
351,0,4,672.3864775896072,143.61394941806793
351,0,8,690.7328253984451,79.721100628376
351,0,12,668.3374068140984,62.097400426864624
351,0,16,633.8254794478416,75.34998655319214
351,0,20,611.4297750592232,105.04980385303497
351,1,4,865.9266793727875,161.44989430904388
351,1,8,901.400705575943,113.01247030496597
351,1,12,912.3522353172302,118.94245445728302
351,1,16,936.1488705873489,130.44026494026184
351,1,20,957.1611189842224,153.8841873407364
352,0,4,670.8216992020607,144.0500169992447
352,0,8,691.1068207025528,80.70220798254013
352,0,12,667.9402613639832,62.65074759721756
352,0,16,633.329813182354,75.85696876049042
352,0,20,611.2694388628006,104.89404946565628
352,1,4,866.0626405477524,165.51797091960907
352,1,8,901.3614279031754,113.5808527469635
352,1,12,911.2577682733536,122.05154448747635
352,1,16,935.1070731878281,130.28103113174438
352,1,20,957.649844288826,150.82907676696777
353,0,4,672.1388894319534,144.4120705127716
353,0,8,691.825904250145,80.98479360342026
353,0,12,666.5871006250381,62.890760600566864
353,0,16,633.1617194414139,76.81513577699661
353,0,20,610.2995008230209,104.56608980894089
353,1,4,865.597106218338,169.62814331054688
353,1,8,902.9192245006561,112.9993200302124
353,1,12,914.3334305286407,125.77581405639648
353,1,16,937.9451096057892,134.11638140678406
353,1,20,961.4605134725571,149.91416037082672
354,0,4,670.3842553496361,144.50295269489288
354,0,8,691.4564001560211,81.81631565093994
354,0,12,664.5993727445602,63.53934854269028
354,0,16,631.925003528595,76.5998363494873
354,0,20,609.2319402098656,104.51366007328033
354,1,4,865.9809005260468,170.20447552204132
354,1,8,901.8679547309875,113.08448016643524
354,1,12,914.5924508571625,124.63698536157608
354,1,16,937.9713219404221,133.81941616535187
354,1,20,961.4461416006088,151.51181817054749
355,0,4,672.5610223412514,144.27636563777924
355,0,8,692.589573264122,82.24236220121384
355,0,12,661.2425199151039,64.63292241096497
355,0,16,630.4461705684662,78.91405373811722
355,0,20,605.9925937652588,109.38908904790878
355,1,4,856.0206216573715,171.97906970977783
355,1,8,901.7646569013596,113.14499378204346
355,1,12,913.0834859609604,125.37899613380432
355,1,16,933.3625239133835,131.9061815738678
355,1,20,960.152183175087,148.14773201942444
356,0,4,669.7068175673485,146.1254507303238
356,0,8,692.0854961872101,84.905706346035
356,0,12,659.0069997310638,66.49238616228104
356,0,16,627.4312621355057,81.42062276601791
356,0,20,605.5276718735695,110.05663126707077
356,1,4,848.1077629327774,175.99186301231384
356,1,8,901.9214409589767,114.48167264461517
356,1,12,913.1679207086563,123.04934859275818
356,1,16,932.9124230146408,129.49469685554504
356,1,20,958.1395494937897,143.09480786323547
357,0,4,670.587503015995,147.6461887359619
357,0,8,692.9580974578857,86.47017180919647
357,0,12,658.7254416942596,68.42102855443954
357,0,16,628.7046018242836,84.06390994787216
357,0,20,600.1871332526207,113.77628147602081
357,1,4,847.030525803566,179.2064756155014
357,1,8,904.0559089183807,115.4569759964943
357,1,12,912.4593710899353,127.6848316192627
357,1,16,929.4848948717117,131.40720129013062
357,1,20,952.416604757309,141.49703085422516
358,0,4,670.5864414572716,152.22156047821045
358,0,8,691.4698737859726,87.48721331357956
358,0,12,659.3941420316696,71.43999636173248
358,0,16,629.4918701052666,83.75579118728638
358,0,20,596.538188457489,110.05351692438126
358,1,4,849.5243722200394,176.35726928710938
358,1,8,903.4371834993362,115.66172540187836
358,1,12,908.780580163002,131.5176635980606
358,1,16,927.367656826973,131.24440610408783
358,1,20,950.4803216457367,142.75005459785461
359,0,4,665.4580104351044,144.58350837230682
359,0,8,684.4510108232498,87.22124248743057
359,0,12,655.277743935585,72.78648018836975
359,0,16,625.5142095685005,85.65014600753784
359,0,20,587.1727907657623,106.25933855772018
359,1,4,850.5001896619797,173.70353639125824
359,1,8,902.0811647176743,115.49897491931915
359,1,12,907.8425705432892,128.71389091014862
359,1,16,926.9088184833527,130.51410019397736
359,1,20,954.1938173770905,140.34004509449005
360,0,4,662.9143932461739,139.60401713848114
360,0,8,679.0273848176003,85.40839701890945
360,0,12,643.6735188961029,72.7994367480278
360,0,16,611.0799506306648,81.48747682571411
360,0,20,567.6687723398209,112.97736316919327
360,1,4,849.8772996664047,170.60016095638275
360,1,8,901.5792924165726,114.26924914121628
360,1,12,907.7013832330704,129.28012013435364
360,1,16,927.5360363721848,130.11744618415833
360,1,20,954.9599361419678,141.46491885185242
361,0,4,684.6168181300163,142.8222805261612
361,0,8,667.0376098155975,84.27270501852036
361,0,12,629.1035437583923,74.0276426076889
361,0,16,592.700327038765,83.19099247455597
361,0,20,553.4894916415215,116.25151336193085
361,1,4,850.4414772987366,171.12921178340912
361,1,8,901.7128854990005,115.67840725183487
361,1,12,907.7217161655426,126.30955874919891
361,1,16,925.8082270622253,129.795104265213
361,1,20,955.9213817119598,140.22065699100494
362,0,4,682.3460215330124,142.15412735939026
362,0,8,655.3698545694351,83.4462121129036
362,0,12,613.1230837106705,73.54596257209778
362,0,16,577.6025938987732,84.85165983438492
362,0,20,543.4591090679169,122.52021580934525
362,1,4,849.9865585565567,169.46415603160858
362,1,8,899.1369724273682,116.7510598897934
362,1,12,907.5294923782349,122.2093477845192
362,1,16,926.3046282529831,128.4792572259903
362,1,20,953.8835972547531,142.2027051448822
363,0,4,681.7183136940002,150.49539506435394
363,0,8,643.0928462743759,81.11034333705902
363,0,12,602.6915135979652,73.06737452745438
363,0,16,565.1417317986488,88.28829973936081
363,0,20,531.376978456974,127.95427441596985
363,1,4,849.740195274353,168.8450276851654
363,1,8,901.0517793893814,116.99497699737549
363,1,12,909.0600967407227,125.53027272224426
363,1,16,927.5348114967346,128.9241909980774
363,1,20,956.0984170436859,144.92735266685486
364,0,4,680.6547951698303,152.3442268371582
364,0,8,630.7871758937836,80.7836502790451
364,0,12,587.9438906908035,74.781633913517
364,0,16,551.1363017559052,89.79299664497375
364,0,20,522.1001800894737,131.20704889297485
364,1,4,850.0513952970505,168.34738850593567
364,1,8,900.4334622621536,118.86246502399445
364,1,12,908.1824326515198,122.73609638214111
364,1,16,925.8332961797714,128.40425968170166
364,1,20,955.9822171926498,145.51067352294922
365,0,4,681.7455059289932,157.92714059352875
365,0,8,619.0750801563263,81.00681751966476
365,0,12,579.39801633358,75.95613598823547
365,0,16,541.1479732394218,94.30494159460068
365,0,20,509.11878675222397,136.17826998233795
365,1,4,848.7264883518219,170.65927386283875
365,1,8,898.7007534503937,122.24331498146057
365,1,12,909.3236082792282,122.07694351673126
365,1,16,928.8594734668732,129.76211309432983
365,1,20,956.7173057794571,148.71977269649506
366,0,4,679.9592700600624,161.17273271083832
366,0,8,613.7438097596169,81.43994212150574
366,0,12,570.7944503426552,76.73898339271545
366,0,16,535.1753580570221,96.91406786441803
366,0,20,505.56072771549225,138.72714340686798
366,1,4,847.6117700338364,171.705424785614
366,1,8,896.5377867221832,124.21408295631409
366,1,12,907.1272432804108,121.04194611310959
366,1,16,926.9016325473785,129.62275743484497
366,1,20,956.2426257133484,151.91230177879333
367,0,4,680.1591289043427,164.05180096626282
367,0,8,614.5314863324165,82.20432698726654
367,0,12,566.8232408165932,78.76213639974594
367,0,16,532.7838703989983,98.59920293092728
367,0,20,503.0586338043213,140.13490080833435
367,1,4,845.720072388649,173.4391152858734
367,1,8,895.7070761919022,124.40334260463715
367,1,12,907.5864899158478,121.68434262275696
367,1,16,928.0541586875916,130.17050921916962
367,1,20,955.9990388154984,152.75907516479492
368,0,4,680.3517201542854,167.48256981372833
368,0,8,614.2536029219627,84.56854522228241
368,0,12,569.5371973514557,80.25846630334854
368,0,16,533.1171590089798,99.88255053758621
368,0,20,502.0832246541977,141.74604415893555
368,1,4,845.4830998182297,173.4251081943512
368,1,8,896.5651422739029,124.52508509159088
368,1,12,908.1521373987198,122.70786613225937
368,1,16,927.8459298610687,131.2367469072342
368,1,20,956.9735497236252,154.16140854358673
369,0,4,679.1067975759506,168.46640408039093
369,0,8,613.5176977515221,84.45949107408524
369,0,12,569.1991725564003,81.60575479269028
369,0,16,532.8744703531265,99.56712275743484
369,0,20,502.1814188361168,142.7989900112152
369,1,4,844.2930924892426,173.95487427711487
369,1,8,895.3415733575821,124.94900822639465
369,1,12,908.0707240104675,122.83538281917572
369,1,16,927.3946040868759,131.7601054906845
369,1,20,956.2894159555435,155.92946112155914
370,0,4,679.1143918037415,169.4951206445694
370,0,8,612.3244240880013,85.31191945075989
370,0,12,568.350742161274,82.04477280378342
370,0,16,532.6412948966026,99.77739304304123
370,0,20,501.9298702478409,142.5168514251709
370,1,4,844.0649390220642,174.1846203804016
370,1,8,894.5429545640945,124.80980157852173
370,1,12,908.6580109596252,123.35095554590225
370,1,16,927.4240010976791,132.1510672569275
370,1,20,956.5560305118561,157.24633634090424
371,0,4,679.2784434556961,171.1413860321045
371,0,8,612.1368139982224,85.22702008485794
371,0,12,568.2037162780762,81.82234317064285
371,0,16,533.1833431124687,98.6873134970665
371,0,20,502.00348526239395,141.82059466838837
371,1,4,843.7775832414627,174.28921163082123
371,1,8,894.9800717830658,125.63776969909668
371,1,12,908.9470815658569,124.39381331205368
371,1,16,927.8839010000229,132.87191092967987
371,1,20,957.1750009059906,158.34695100784302
372,0,4,678.8411629199982,171.391561627388
372,0,8,612.1431425213814,85.00948548316956
